	BG0602	BG0702	BG0716	BG0728	BP0701	BP0719	CK0702	CK0705	CK0713	CK0717	LM0708	LM0709	LM0710	LM0711	LM0716	MK0710	MK0713	MK0718	MK0727	MK0729	PL0703	PL0708	PL0710	PU0601	PU0612	PU0614	PU0733	PU0754	PU0756	PU0791	TK0601	TK0702	TK0704	TK0705	TK0711	TK0712	TK0713	UL0708	UL0718	UL0720	PU0725B	PU0737B	AN0716	AS0701b	AS0702	BG0710A	BG0715	BG0727	BG0736	BP0717	BT0701	CK0707	CK0708A	LM0705	MK0721	MK0725	PL0702A	PU0718A	PU0723A	PU0724	PU0726	PU0740A	TK0706	UL0722
Diogoa	166	64	0	119	589	816	242	0	0	31	0	0	0	0	117	0	14	700	0	0	13	410	87	0	0	0	0	0	0	0	0	98	20	80	18	456	0	86	641	0	0	0	0	0	20	0	9	8	25	776	0	102	0	0	0	52235	0	0	0	0	0	11	8	0
Dulacia	9	0	0	0	25	7	0	48	0	0	0	130	0	44	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	11	0	23	64	18	0	0	0	0	0	0	0	0	0	0	0	0	16	36	45	0	7	0	14	0	260	0	0	0	0	0	0	0	0
Ileostylus	0	0	0	0	6	0	0	13	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	78	0	0	0	0	0	0	0	0	0
Jodina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lepidoceras	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	14	0	0	0	0	63	0	6	44	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	0	0	0
Lepionurus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0
Leptomeria	0	0	0	0	0	0	0	0	0	0	30	97	85	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Loranthus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loxanthera	31	9	0	0	0	0	45	0	0	0	0	84	0	53	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	19	6	0	74	0	0	0	0	0	0	0	0	0	14	0	0	0	35	67	53	0	16	0	13	32	51	0	0	0	0	0	0	0	0
Malania	14	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0
Nuytsia	6	0	0	0	24	16	8	0	0	0	0	0	0	0	8	0	0	38	0	0	0	42	0	0	0	0	0	0	0	0	0	17	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	308	0	0	0	0	0	0	0	0
Octoknema	0	0	0	0	26	19	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	379	8	0	0	0	0	0	0	0
Olax	12	0	0	0	39	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oliverella	8	0	0	43	0	0	130	0	0	0	7	121	17	252	41	0	0	0	0	9	0	11	0	0	0	0	6	0	0	0	6	6	0	0	49	0	0	0	9	0	0	0	0	70	7	0	0	15	0	178	8	0	0	0	203	0	547	0	8	0	0	0	0	0
Omphacomeria	17	22	0	0	42	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0
Oncella	0	0	12	41	0	0	63	0	0	0	30	0	40	0	9	0	0	0	0	13	0	29	41	0	0	0	8	16	36	9	0	32	0	0	0	8	0	0	46	0	0	0	0	675	11	0	0	11	0	0	0	8	0	0	132	0	764	9	20	0	0	0	0	0
Ongokea	52027	69	378	2546	88157	2263	137	28	28	0	0	0	0	0	0	0	0	0	0	117	0	9644	0	0	743	523	2376	0	0	703	146	2087	1791	11597	2670	25697	1561	7681	30657	178	0	87	0	0	0	0	0	593	0	15967	0	12	0	0	0	0	79	96	0	6	0	0	1918	149
Osyridicarpos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pentarhopalopilia	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	1509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phragmanthera	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
Ptychopetalum	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhoiacarpos	9	0	0	6	41	27	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	10	0	0	0	250	0	0	0	0	0	0	0	0
Schoepfia	0	0	0	0	17	17	0	0	0	0	0	71	18	0	9	0	0	0	0	0	8	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	67	0	0	0	0	0	0	0	0
Scorodocarpus	0	0	0	8	25	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	11	0	0	0	0	0	45	0	0	0	0	0	0	0	0
Septulina	0	0	0	0	29	24	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	44	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	36	8	0	0	0	0	0	0	0
Strombosiopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0
Taxillus	13	16	0	38	664	79	994	110	0	353	0	25	22	38	32	0	24	19	18	200	0	9	0	0	0	0	0	0	0	12	31	13	0	101	51	133	15	7	86	0	0	0	24	0	0	0	0	213	49	172	0	642	13	0	8	0	0	0	0	0	0	0	0	0
Thesium	0	0	0	89	12	0	10	377	4392	0	0	0	0	0	19	0	27	0	0	0	346	94213	123	16	11	26	19	0	0	0	14	0	0	0	0	0	0	0	38	88	0	10	0	0	0	0	0	0	0	0	0	0	804	0	0	54	25	0	0	0	0	0	0	0
Anacardium	16994	0	0	3604	0	0	9	10	0	0	0	232	0	277	67	0	0	73	0	0	0	0	0	0	0	0	0	0	78	0	0	0	97	398	36	77	0	0	101	200	0	0	0	0	0	0	0	9	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Biebersteinia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrus	95	14	0	16	249	38	43	113	668	0	26	76	129	420	90	0	18	254	0	0	0	91	0	0	0	0	0	6	0	23	126	13	4990	24792	2117	200	77	41	84	6	0	0	0	172	92	0	0	27	33	413	0	16	133	0	0	80	298	0	0	0	0	0	503	0
Litchi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mangifera	6	0	0	0	0	29	0	0	0	0	0	0	1144	0	0	0	139	78	0	0	0	0	0	0	0	0	0	61	56	44	5179	330	187	149	56868	0	548	0	23	43	0	0	0	0	63	0	0	0	0	3466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitraria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthoceras	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	45	0	0	0	17	0	0	0	0	182	1266	0	0	0	0	8	0	0	0	0	0	0	0	16	0	0	0	0	0	153	0
Aphanopetalum	1354	475	0	1431	77	3209	4100	407	86	39	271	222	221	179	31	0	0	161	0	22	34	6841	1033	33	0	57	37401	503	40	212	682	21141	140	252	52	89	19	44	303	154	0	0	19	23431	4072	2343	0	3133	3078	2660	0	177	1670	0	488	0	743	38	0	0	223	0	47	34
Crassula	0	0	0	0	0	0	0	0	0	0	0	14	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myriophyllum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mytilaria	10	0	0	0	0	0	0	25	0	0	0	17	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paeonia	0	0	0	19	0	97	0	31	0	0	0	341	383	85	9	0	0	5844	31	0	0	0	0	0	0	0	8	12	6	0	20665	38	0	4118	6	1657	0	0	0	0	0	0	0	0	0	0	0	214	0	486	0	0	37	0	285	94	0	0	0	0	0	0	824	0
Proserpinaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Rhodoleia	17	0	0	0	0	0	37	0	0	0	0	364	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	11	19	11	0	7	0	21	0	0	0	0	0	0	0	0	0	0
Capsicum	13	0	0	0	96	912	171	507	126	295	2317	0	330	0	0	171	110	118	106	45	0	1725	83	0	0	0	29	2977	210	114	125	231	419	400	567	1066	1816	0	0	352	0	0	131	0	13	11	10	36	349	8	50	474	689	19	136	288	100	22	11	27	0	72	2348	10
Convolvulus	0	0	0	0	0	45	0	96	18	0	68	0	0	0	0	0	0	0	0	0	0	20	0	7	0	19	0	6	0	0	0	7	26	189	67	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	111	0	0	0	40	0	0	0	0	0	0	0
Evolvulus	0	0	0	32	0	0	65	218	0	12	11	0	6	8	0	0	0	23	8	0	0	13	0	26	6	16	20	18	7	10	7	0	6	118	47	16	10	0	0	32	0	0	0	0	7	0	0	351	6	19	0	395	121	0	0	0	0	0	0	0	14	0	0	0
Ipomoea	116	0	0	49	683	1097	15350	2316	83	2867	228	18	66	0	0	0	0	9	0	25	0	1745	36	365	121	1197	393	1489	31	0	121	143	224	1183	785	579	219	315	8	20	0	35	0	66	71	0	0	5576	44	1896	0	81944	1617	0	97	243	8	11	0	6	209	13	203	0
Nicotiana	37	33	31	85	312	2148	586	1732	190	1316	3927	269	1189	184	240	352	575	171	501	294	0	5261	330	30	25	43	139	7865	902	442	496	555	905	890	1609	2103	4707	0	43	717	42	25	373	19	71	57	56	187	1044	90	152	1070	1638	50	465	765	375	98	49	75	35	192	4261	42
Schizanthus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solanum	271	0	199	0	3812	38099	10420	20053	3128	15996	93332	0	13003	0	0	5817	4690	3180	4428	1765	0	70900	2920	94	43	114	1546	160310	7883	4293	5978	12030	19374	14710	25599	36286	84558	0	0	9995	336	152	4352	0	398	333	283	792	14561	149	1353	13939	23750	167	5089	9742	3827	364	515	223	0	1586	75072	303
Sphenoclea	0	0	0	0	285	638	179	2867	586	151	271	0	251	0	0	18	13	61	12	6	0	866	19	3975	1736	13055	5137	10595	779	290	1858	1500	3891	20825	12045	5013	1124	0	0	87	94	768	0	724	558	0	0	124	51	0	24	335	367	0	265	69	35	204	0	34	1766	126	19	48
Withania	0	0	0	0	0	30	0	19	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0
Leea	0	0	0	0	0	0	0	0	0	0	0	37	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetrastigma	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitis	202	844	101	107102	420	0	0	122489	14018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	209	0	0	10	0	0	940	0	944886	3450	19446	0	0	156810	0	0	0	7039	0	0	0	0	0	0	0
Costus	0	21	62	28	21	24334	22	18	0	0	0	0	0	0	0	0	0	0	0	101	0	73	0	0	0	0	0	0	0	194	0	0	0	0	0	13	0	0	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	6	0	0	0	0	0
Curcuma	0	0	0	0	157	20	0	0	18	22	17	66343	27	21804	13616	8	28	34	27	20	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0
Hedychium	0	0	0	0	0	0	0	0	0	0	0	19	0	18	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Musa	0	0	12	98	0	0	163	0	0	0	22	6	49	13	30	0	7	0	0	13	0	199	28	0	0	0	8	7	24	14	0	26	0	10	23	6	0	0	19	31	0	10	0	900	22	0	0	25	0	9	9	0	0	0	166	0	967	22	41	8	0	0	0	16
Orchidantha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
Riedelia	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Larrea	9	0	0	0	0	0	0	0	0	0	0	40	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mylia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Preissia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neohodgsonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cheilolejeunea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lejeunea	0	0	0	0	0	0	0	0	0	0	0	0	32	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treubia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acrostichum	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adiantum	0	0	0	0	0	0	0	0	0	0	626	253	3366	1029	585	18	194	267	33	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	217	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	19	44	0	0
Azolla	0	0	0	0	0	0	0	0	0	0	0	0	14	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Picea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	25	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carpoglyphus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stomacarus	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	53	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	2176	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	18	0	671	0
Tetranychus	0	0	0	0	0	14	51	623	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	9	163	0	0	0	0	0	0	0	0	0	391	0
InvQuercu	0	0	0	0	51	51	40	92	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	9	0	0	0	0	0	0	0	0	0	0	0
Lasioseius	0	0	0	10	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	6	0	0
Zoysia	0	11	0	6	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
Hemileius	0	0	0	0	0	0	0	0	0	0	0	0	40	261	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	26	0	0	51	7593	0	0	0	0	0	0	0	0
Scheloribates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	8	0	0	0	0	0	0	0	0
Oulenziella	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crotonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	53961	0	0	0	0	0	0	0	0
Canestrinia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	0	0	0	0	0	6602	0	0	0	0	0	0	0	0	0	0	0	0	0
Paralycus	0	0	0	0	0	21	0	12	0	337	6623	0	0	0	0	409	0	0	0	0	0	4467	0	0	13	0	0	596	17	0	6	0	0	2182	1848	36	62	0	0	0	0	0	0	0	0	0	0	0	0	0	261	11	0	0	351	611	0	0	0	0	0	0	5019	0
Platynothrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Oribatula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	14	0	0	0	0	0	0	0	0
InvBrassic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
InvBet	0	0	0	0	0	0	0	0	0	0	0	16	0	0	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	45	0	0
Panonychus	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Onthophagus	0	0	11	0	107	0	0	0	0	0	0	0	0	0	0	0	3115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0
Terpnacarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0
Penthaleus	0	0	0	0	0	0	0	8	0	0	156	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	24	16	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	47	0
Macrocheles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rostrozetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
Sellea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Czenspinskia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	0	0	0	0	0	0	0	0	0	0	0
Eupelops	0	0	0	0	0	0	0	0	0	0	0	0	14	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unguizetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
Nehypochthonius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
Protoribates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
